name,info
firehol_webserver,"A web server IP blacklist made from blocklists that track IPs that should never be used by your web users. (This list includes IPs that are servers hosting malware, bots, etc or users having a long criminal history. This list is to be used on top of firehol_level1, firehol_level2, firehol_level3 and possibly firehol_proxies or firehol_anonymous). (includes: maxmind_proxy_fraud myip pushing_inertia_blocklist stopforumspam_toxic)"
fullbogons,"Team-Cymru.org IP space that has been allocated to an RIR, but not assigned by that RIR to an actual ISP or other end-user"
geolite2_asn,MaxMind GeoLite2 ASN
geolite2_country,"MaxMind GeoLite2 databases are free IP geolocation databases comparable to, but less accurate than, MaxMind’s GeoIP2 databases. They include IPs per country, IPs per continent, IPs used by anonymous services (VPNs, Proxies, etc) and Satellite Providers."
gofferje_sip,"Stefan Gofferje A personal blacklist of networks and IPs of SIP attackers. To end up here, the IP or network must have been the origin of considerable and repeated attacks on my PBX and additionally, the ISP didn't react to any complaint. Note from the author: I don't give any guarantees of accuracy, completeness or even usability! USE AT YOUR OWN RISK! Also note that I block complete countries, namely China, Korea and Palestine with blocklists from ipdeny.com, so some attackers will never even get the chance to get noticed by me to be put on this blacklist. I also don't accept any liabilities related to this blocklist. If you're an ISP and don't like your IPs being listed here, too bad! You should have done something about your customers' behavior and reacted to my complaints. This blocklist is nothing but an expression of my personal opinion and exercising my right of free speech."
gpf_comics,"The GPF DNS Block List is a list of IP addresses on the Internet that have attacked the GPF Comics family of Web sites. IPs on this block list have been banned from accessing all of our servers because they were caught in the act of spamming, attempting to exploit our scripts, scanning for vulnerabilities, or consuming resources to the detriment of our human visitors."
graphiclineweb,"GraphiclineWeb The IP’s, Hosts and Domains listed in this table are banned universally from accessing websites controlled by the maintainer. Some form of bad activity has been seen from the addresses listed. Bad activity includes: unwanted spiders, rule breakers, comment spammers, trackback spammers, spambots, hacker bots, registration bots and other scripting attackers, harvesters, nuisance spiders, spy bots and organizations spying on websites for commercial reasons."
greensnow,"GreenSnow is a team harvesting a large number of IPs from different computers located around the world. GreenSnow is comparable with SpamHaus.org for attacks of any kind except for spam. Their list is updated automatically and you can withdraw at any time your IP address if it has been listed. Attacks / bruteforce that are monitored are: Scan Port, FTP, POP3, mod_security, IMAP, SMTP, SSH, cPanel, etc."
haley_ssh,Charles Haley IPs launching SSH dictionary attacks.
hphosts_ats,"hpHosts ad/tracking servers listed in the hpHosts database. The maintainer's file contains hostnames, which have been DNS resolved to IP addresses."
hphosts_emd,"hpHosts malware sites listed in the hpHosts database. The maintainer's file contains hostnames, which have been DNS resolved to IP addresses."
hphosts_exp,"hpHosts exploit sites listed in the hpHosts database. The maintainer's file contains hostnames, which have been DNS resolved to IP addresses."
hphosts_fsa,"hpHosts fraud sites listed in the hpHosts database. The maintainer's file contains hostnames, which have been DNS resolved to IP addresses."
hphosts_grm,"hpHosts sites involved in spam (that do not otherwise meet any other classification criteria) listed in the hpHosts database. The maintainer's file contains hostnames, which have been DNS resolved to IP addresses."
hphosts_hfs,"hpHosts sites spamming the hpHosts forums (and not meeting any other classification criteria) listed in the hpHosts database. The maintainer's file contains hostnames, which have been DNS resolved to IP addresses."
hphosts_hjk,"hpHosts hijack sites listed in the hpHosts database. The maintainer's file contains hostnames, which have been DNS resolved to IP addresses."
hphosts_mmt,"hpHosts sites involved in misleading marketing (e.g. fake Flash update adverts) listed in the hpHosts database. The maintainer's file contains hostnames, which have been DNS resolved to IP addresses."
hphosts_pha,"hpHosts illegal pharmacy sites listed in the hpHosts database. The maintainer's file contains hostnames, which have been DNS resolved to IP addresses."
hphosts_psh,"hpHosts phishing sites listed in the hpHosts database. The maintainer's file contains hostnames, which have been DNS resolved to IP addresses."
hphosts_wrz,"hpHosts warez/piracy sites listed in the hpHosts database. The maintainer's file contains hostnames, which have been DNS resolved to IP addresses."
iblocklist_abuse_palevo,palevotracker.abuse.ch IP blocklist.
iblocklist_abuse_spyeye,spyeyetracker.abuse.ch IP blocklist.
iblocklist_abuse_zeus,zeustracker.abuse.ch IP blocklist that contains IP addresses which are currently beeing tracked on the abuse.ch ZeuS Tracker.
iblocklist_ads,Advertising trackers and a short list of bad/intrusive porn sites.
iblocklist_badpeers,IPs that have been reported for bad deeds in p2p.
iblocklist_bogons,Unallocated address space.
iblocklist_ciarmy_malicious,"ciarmy.com IP blocklist. Based on information from a network of Sentinel devices deployed around the world, they compile a list of known bad IP addresses. Sentinel devices are uniquely positioned to pick up traffic from bad guys without requiring any type of signature-based or rate-based identification. If an IP is identified in this way by a significant number of Sentinels, the IP is malicious and should be blocked."
iblocklist_cidr_report_bogons,cidr-report.org IP list of Unallocated address space.
iblocklist_cruzit_web_attacks,CruzIT IP list with individual IP addresses of compromised machines scanning for vulnerabilities and DDOS attacks.
iblocklist_dshield,known Hackers and such people.
iblocklist_edu,IPs used by Educational Institutions.
iblocklist_exclusions,Exclusions.
iblocklist_fornonlancomputers,IP blocklist for non-LAN computers.
iblocklist_forumspam,Forum spam.
iblocklist_hijacked,Hijacked IP-Blocks. Contains hijacked IP-Blocks and known IP-Blocks that are used to deliver Spam. This list is a combination of lists with hijacked IP-Blocks. Hijacked IP space are IP blocks that are being used without permission by organizations that have no relation to original organization (or its legal successor) that received the IP block. In essence it's stealing of somebody else's IP resources.
iblocklist_iana_multicast,IANA Multicast IPs.
iblocklist_iana_private,IANA Private IPs.
iblocklist_iana_reserved,IANA Reserved IPs.
iblocklist_isp_aol,AOL IPs.
iblocklist_isp_att,AT&T IPs.
iblocklist_isp_cablevision,Cablevision IPs.
iblocklist_isp_charter,Charter IPs.
iblocklist_isp_comcast,Comcast IPs.
iblocklist_isp_embarq,Embarq IPs.
iblocklist_isp_qwest,Qwest IPs.
iblocklist_isp_sprint,Sprint IPs.
iblocklist_isp_suddenlink,Suddenlink IPs.
iblocklist_isp_twc,Time Warner Cable IPs.
iblocklist_isp_verizon,Verizon IPs.
iblocklist_level1,"Level 1 (for use in p2p): Companies or organizations who are clearly involved with trying to stop filesharing (e.g. Baytsp, MediaDefender, Mediasentry). Companies which anti-p2p activity has been seen from. Companies that produce or have a strong financial interest in copyrighted material (e.g. music, movie, software industries a.o.). Government ranges or companies that have a strong financial interest in doing work for governments. Legal industry ranges. IPs or ranges of ISPs from which anti-p2p activity has been observed. Basically this list will block all kinds of internet connections that most people would rather not have during their internet travels."
iblocklist_level2,Level 2 (for use in p2p). General corporate ranges. Ranges used by labs or researchers. Proxies.
iblocklist_level3,"Level 3 (for use in p2p). Many portal-type websites. ISP ranges that may be dodgy for some reason. Ranges that belong to an individual, but which have not been determined to be used by a particular company. Ranges for things that are unusual in some way. The L3 list is aka the paranoid list."
iblocklist_malc0de,malc0de.com IP blocklist. Addresses that have been identified distributing malware during the past 30 days.
iblocklist_onion_router,The Onion Router IP addresses.
iblocklist_org_activision,Activision IPs.
iblocklist_org_apple,Apple IPs.
iblocklist_org_blizzard,Blizzard IPs.
iblocklist_org_crowd_control,Crowd Control Productions IPs.
iblocklist_org_electronic_arts,Electronic Arts IPs.
iblocklist_org_joost,Joost IPs.
iblocklist_org_linden_lab,Linden Lab IPs.
iblocklist_org_logmein,LogMeIn IPs.
iblocklist_org_microsoft,Microsoft IP ranges.
iblocklist_org_ncsoft,NCsoft IPs.
iblocklist_org_nintendo,Nintendo IPs.
iblocklist_org_pandora,Pandora IPs.
iblocklist_org_pirate_bay,The Pirate Bay IPs.
iblocklist_org_punkbuster,Punkbuster IPs.
iblocklist_org_riot_games,Riot Games IPs.
iblocklist_org_sony_online,Sony Online Entertainment IPs.
iblocklist_org_square_enix,Square Enix IPs.
iblocklist_org_steam,Steam IPs.
iblocklist_org_ubisoft,Ubisoft IPs.
iblocklist_org_xfire,XFire IPs.
iblocklist_pedophiles,IP ranges of people who we have found to be sharing child pornography in the p2p community.
iblocklist_proxies,Open Proxies IPs list (without TOR)
iblocklist_rangetest,Suspicious IPs that are under investigation.
iblocklist_spamhaus_drop,Spamhaus.org DROP (Don't Route Or Peer) list.
iblocklist_spider,IP list intended to be used by webmasters to block hostile spiders from their web sites.
iblocklist_spyware,"Known malicious SPYWARE and ADWARE IP Address ranges. It is compiled from various sources, including other available spyware blacklists, HOSTS files, from research found at many of the top anti-spyware forums, logs of spyware victims, etc."
iblocklist_webexploit,"Web server hack and exploit attempts. IP addresses related to current web server hack and exploit attempts that have been logged or can be found in and cross referenced with other related IP databases. Malicious and other non search engine bots will also be listed here, along with anything found that can have a negative impact on a website or webserver such as proxies being used for negative SEO hijacks, unauthorised site mirroring, harvesting, scraping, snooping and data mining / spy bot / security & copyright enforcement companies that target and continuosly scan webservers."
iblocklist_yoyo_adservers,pgl.yoyo.org ad servers
ip2location_country,IP2Location.com geolocation database
ip2location_country_eh,Western Sahara (EH) -- IP2Location.com
ip2location_country_sh,Saint Helena (SH) -- IP2Location.com
ip2proxy_px1lite,IP2Location.com IP2Proxy LITE IP-COUNTRY Database contains IP addresses which are used as public proxies. The LITE edition is a free version of database that is limited to public proxies IP address.
ipblacklistcloud_recent,"IP Blacklist Cloud These are the most recent IP addresses that have been blacklisted by websites. IP Blacklist Cloud plugin protects your WordPress based website from spam comments, gives details about login attacks which you don't even know are happening without this plugin!"
ipblacklistcloud_recent_1d,"IP Blacklist Cloud These are the most recent IP addresses that have been blacklisted by websites. IP Blacklist Cloud plugin protects your WordPress based website from spam comments, gives details about login attacks which you don't even know are happening without this plugin!"
ipblacklistcloud_recent_30d,"IP Blacklist Cloud These are the most recent IP addresses that have been blacklisted by websites. IP Blacklist Cloud plugin protects your WordPress based website from spam comments, gives details about login attacks which you don't even know are happening without this plugin!"
ipblacklistcloud_recent_7d,"IP Blacklist Cloud These are the most recent IP addresses that have been blacklisted by websites. IP Blacklist Cloud plugin protects your WordPress based website from spam comments, gives details about login attacks which you don't even know are happening without this plugin!"
ipblacklistcloud_top,"IP Blacklist Cloud These are the top IP addresses that have been blacklisted by many websites. IP Blacklist Cloud plugin protects your WordPress based website from spam comments, gives details about login attacks which you don't even know are happening without this plugin!"
ipdeny_country,IPDeny.com geolocation database
iw_spamlist,"ImproWare Antispam IPs sending spam, in the last 3 days"
iw_wormlist,"ImproWare Antispam IPs sending emails with viruses or worms, in the last 3 days"
lashback_ubl,"The LashBack UBL The Unsubscribe Blacklist (UBL) is a real-time blacklist of IP addresses which are sending email to names harvested from suppression files (this is a big list, more than 500.000 IPs)"
malc0de,Malc0de.com malicious IPs of the last 30 days
malwaredomainlist,malwaredomainlist.com list of malware active ip addresses
maxmind_proxy_fraud,MaxMind.com sample list of high-risk IP addresses.
myip,"myip.ms IPs identified as web bots in the last 10 days, using several sites that require human action"
nixspam,"NiX Spam IP addresses that sent spam in the last hour - automatically generated entries without distinguishing open proxies from relays, dialup gateways, and so on. All IPs are removed after 12 hours if there is no spam from there."
normshield_all_attack,NormShield.com IPs in category attack with severity all
normshield_all_bruteforce,NormShield.com IPs in category bruteforce with severity all
normshield_all_ddosbot,NormShield.com IPs in category ddosbot with severity all
normshield_all_dnsscan,NormShield.com IPs in category dnsscan with severity all
normshield_all_spam,NormShield.com IPs in category spam with severity all
normshield_all_suspicious,NormShield.com IPs in category suspicious with severity all
normshield_all_wannacry,NormShield.com IPs in category wannacry with severity all
normshield_all_webscan,NormShield.com IPs in category webscan with severity all
normshield_all_wormscan,NormShield.com IPs in category wormscan with severity all
normshield_high_attack,NormShield.com IPs in category attack with severity high
normshield_high_bruteforce,NormShield.com IPs in category bruteforce with severity high
normshield_high_ddosbot,NormShield.com IPs in category ddosbot with severity high
normshield_high_dnsscan,NormShield.com IPs in category dnsscan with severity high
normshield_high_spam,NormShield.com IPs in category spam with severity high
normshield_high_suspicious,NormShield.com IPs in category suspicious with severity high
normshield_high_wannacry,NormShield.com IPs in category wannacry with severity high
normshield_high_webscan,NormShield.com IPs in category webscan with severity high
normshield_high_wormscan,NormShield.com IPs in category wormscan with severity high
nt_malware_dns,"No Think Malware DNS (the original list includes hostnames and domains, which are ignored)"
nt_malware_http,No Think Malware HTTP
nt_malware_irc,No Think Malware IRC
nt_ssh_7d,NoThink Last 7 days SSH attacks
nullsecure,"nullsecure.org This is a free threat feed provided for use in any acceptable manner. This feed was aggregated using the Tango Honeypot Intelligence Splunk App by Brian Warehime, a Senior Security Analyst at Defense Point Security."
packetmail,"PacketMail.net IP addresses that have been detected performing TCP SYN to 206.82.85.196/30 to a non-listening service or daemon. No assertion is made, nor implied, that any of the below listed IP addresses are accurate, malicious, hostile, or engaged in nefarious acts. Use this list at your own risk."
packetmail_emerging_ips,"PacketMail.net IP addresses that have been detected as potentially of interest based on the number of unique users of the packetmail IP Reputation system. No assertion is made, nor implied, that any of the below listed IP addresses are accurate, malicious, hostile, or engaged in nefarious acts. Use this list at your own risk."
packetmail_mail,"PacketMail.net IP addresses that have been detected performing behavior not in compliance with the requirements this system enforces for email acceptance. No assertion is made, nor implied, that any of the below listed IP addresses are accurate, malicious, hostile, or engaged in nefarious acts. Use this list at your own risk."
packetmail_ramnode,"PacketMail.net IP addresses that have been detected performing TCP SYN to 81.4.103.251 to a non-listening service or daemon. No assertion is made, nor implied, that any of the below listed IP addresses are accurate, malicious, hostile, or engaged in nefarious acts. Use this list at your own risk."
php_bad,projecthoneypot.org bad web hosts (this list is composed using an RSS feed)
php_commenters,projecthoneypot.org comment spammers (this list is composed using an RSS feed)
php_commenters_1d,projecthoneypot.org comment spammers (this list is composed using an RSS feed)
php_commenters_30d,projecthoneypot.org comment spammers (this list is composed using an RSS feed)
php_commenters_7d,projecthoneypot.org comment spammers (this list is composed using an RSS feed)
php_dictionary,projecthoneypot.org directory attackers (this list is composed using an RSS feed)
php_dictionary_1d,projecthoneypot.org directory attackers (this list is composed using an RSS feed)
php_dictionary_30d,projecthoneypot.org directory attackers (this list is composed using an RSS feed)
php_dictionary_7d,projecthoneypot.org directory attackers (this list is composed using an RSS feed)
php_harvesters,projecthoneypot.org harvesters (IPs that surf the internet looking for email addresses) (this list is composed using an RSS feed)
php_harvesters_1d,projecthoneypot.org harvesters (IPs that surf the internet looking for email addresses) (this list is composed using an RSS feed)
php_harvesters_30d,projecthoneypot.org harvesters (IPs that surf the internet looking for email addresses) (this list is composed using an RSS feed)
php_harvesters_7d,projecthoneypot.org harvesters (IPs that surf the internet looking for email addresses) (this list is composed using an RSS feed)
php_spammers,projecthoneypot.org spam servers (IPs used by spammers to send messages) (this list is composed using an RSS feed)
php_spammers_1d,projecthoneypot.org spam servers (IPs used by spammers to send messages) (this list is composed using an RSS feed)
php_spammers_30d,projecthoneypot.org spam servers (IPs used by spammers to send messages) (this list is composed using an RSS feed)
php_spammers_7d,projecthoneypot.org spam servers (IPs used by spammers to send messages) (this list is composed using an RSS feed)
proxylists,proxylists.net open proxies (this list is composed using an RSS feed)
proxylists_1d,proxylists.net open proxies (this list is composed using an RSS feed)
proxylists_30d,proxylists.net open proxies (this list is composed using an RSS feed)
proxylists_7d,proxylists.net open proxies (this list is composed using an RSS feed)
proxyrss,proxyrss.com open proxies syndicated from multiple sources.
proxyrss_1d,proxyrss.com open proxies syndicated from multiple sources.
proxyrss_30d,proxyrss.com open proxies syndicated from multiple sources.
proxyrss_7d,proxyrss.com open proxies syndicated from multiple sources.
proxyspy_1d,ProxySpy open proxies (updated hourly)
proxyspy_30d,ProxySpy open proxies (updated hourly)
proxyspy_7d,ProxySpy open proxies (updated hourly)
proxz,proxz.com open proxies (this list is composed using an RSS feed)
proxz_1d,proxz.com open proxies (this list is composed using an RSS feed)
proxz_30d,proxz.com open proxies (this list is composed using an RSS feed)
proxz_7d,proxz.com open proxies (this list is composed using an RSS feed)
pushing_inertia_blocklist,"Pushing Inertia IPs of hosting providers that are known to host various bots, spiders, scrapers, etc. to block access from these providers to web servers."
ransomware_cryptowall_ps,"Abuse.ch Ransomware Tracker Ransomware Tracker tracks and monitors the status of domain names, IP addresses and URLs that are associated with Ransomware, such as Botnet C&C servers, distribution sites and payment sites. By using data provided by Ransomware Tracker, hosting- and internet service provider (ISPs), as well as national CERTs/CSIRTs, law enforcement agencies (LEA) and security researchers can receive an overview on infrastructure used by Ransomware and whether these are actively being used by miscreants to commit fraud. This list is CW_PS_IPBL: CryptoWall Ransomware Payment Sites IP blocklist."
ransomware_feed,"Abuse.ch Ransomware Tracker Ransomware Tracker tracks and monitors the status of domain names, IP addresses and URLs that are associated with Ransomware, such as Botnet C&C servers, distribution sites and payment sites. By using data provided by Ransomware Tracker, hosting- and internet service provider (ISPs), as well as national CERTs/CSIRTs, law enforcement agencies (LEA) and security researchers can receive an overview on infrastructure used by Ransomware and whether these are actively being used by miscreants to commit fraud. The IPs in this list have been extracted from the tracker data feed."
ransomware_locky_c2,"Abuse.ch Ransomware Tracker Ransomware Tracker tracks and monitors the status of domain names, IP addresses and URLs that are associated with Ransomware, such as Botnet C&C servers, distribution sites and payment sites. By using data provided by Ransomware Tracker, hosting- and internet service provider (ISPs), as well as national CERTs/CSIRTs, law enforcement agencies (LEA) and security researchers can receive an overview on infrastructure used by Ransomware and whether these are actively being used by miscreants to commit fraud. This list is LY_C2_IPBL: Locky Ransomware C2 URL blocklist."
ransomware_locky_ps,"Abuse.ch Ransomware Tracker Ransomware Tracker tracks and monitors the status of domain names, IP addresses and URLs that are associated with Ransomware, such as Botnet C&C servers, distribution sites and payment sites. By using data provided by Ransomware Tracker, hosting- and internet service provider (ISPs), as well as national CERTs/CSIRTs, law enforcement agencies (LEA) and security researchers can receive an overview on infrastructure used by Ransomware and whether these are actively being used by miscreants to commit fraud. This list is LY_PS_IPBL: Locky Ransomware Payment Sites IP blocklist."
ransomware_online,"Abuse.ch Ransomware Tracker Ransomware Tracker tracks and monitors the status of domain names, IP addresses and URLs that are associated with Ransomware, such as Botnet C&C servers, distribution sites and payment sites. By using data provided by Ransomware Tracker, hosting- and internet service provider (ISPs), as well as national CERTs/CSIRTs, law enforcement agencies (LEA) and security researchers can receive an overview on infrastructure used by Ransomware and whether these are actively being used by miscreants to commit fraud. The IPs in this list have been extracted from the tracker data feed, filtering only online IPs."
ransomware_rw,"Abuse.ch Ransomware Tracker Ransomware Tracker tracks and monitors the status of domain names, IP addresses and URLs that are associated with Ransomware, such as Botnet C&C servers, distribution sites and payment sites. By using data provided by Ransomware Tracker, hosting- and internet service provider (ISPs), as well as national CERTs/CSIRTs, law enforcement agencies (LEA) and security researchers can receive an overview on infrastructure used by Ransomware and whether these are actively being used by miscreants to commit fraud. This list includes TC_PS_IPBL, LY_C2_IPBL, TL_C2_IPBL, TL_PS_IPBL and it is the recommended blocklist. It might not catch everything, but the false positive rate should be low. However, false positives are possible, especially with regards to RW_IPBL. IP addresses associated with Ransomware Payment Sites (*_PS_IPBL) or Locky botnet C&Cs (LY_C2_IPBL) stay listed on RW_IPBL for a time of 30 days after the last appearance. This means that an IP address stays listed on RW_IPBL even after the threat has been eliminated (e.g. the VPS / server has been suspended by the hosting provider) for another 30 days."
ransomware_teslacrypt_ps,"Abuse.ch Ransomware Tracker Ransomware Tracker tracks and monitors the status of domain names, IP addresses and URLs that are associated with Ransomware, such as Botnet C&C servers, distribution sites and payment sites. By using data provided by Ransomware Tracker, hosting- and internet service provider (ISPs), as well as national CERTs/CSIRTs, law enforcement agencies (LEA) and security researchers can receive an overview on infrastructure used by Ransomware and whether these are actively being used by miscreants to commit fraud. This list is TC_PS_IPBL: TeslaCrypt Ransomware Payment Sites IP blocklist."
ransomware_torrentlocker_c2,"Abuse.ch Ransomware Tracker Ransomware Tracker tracks and monitors the status of domain names, IP addresses and URLs that are associated with Ransomware, such as Botnet C&C servers, distribution sites and payment sites. By using data provided by Ransomware Tracker, hosting- and internet service provider (ISPs), as well as national CERTs/CSIRTs, law enforcement agencies (LEA) and security researchers can receive an overview on infrastructure used by Ransomware and whether these are actively being used by miscreants to commit fraud. This list is TL_C2_IPBL: TorrentLocker Ransomware C2 IP blocklist."
ransomware_torrentlocker_ps,"Abuse.ch Ransomware Tracker Ransomware Tracker tracks and monitors the status of domain names, IP addresses and URLs that are associated with Ransomware, such as Botnet C&C servers, distribution sites and payment sites. By using data provided by Ransomware Tracker, hosting- and internet service provider (ISPs), as well as national CERTs/CSIRTs, law enforcement agencies (LEA) and security researchers can receive an overview on infrastructure used by Ransomware and whether these are actively being used by miscreants to commit fraud. This list is TL_PS_IPBL: TorrentLocker Ransomware Payment Sites IP blocklist."
ri_connect_proxies,rosinstrument.com open CONNECT proxies (this list is composed using an RSS feed)
ri_connect_proxies_1d,rosinstrument.com open CONNECT proxies (this list is composed using an RSS feed)
ri_connect_proxies_30d,rosinstrument.com open CONNECT proxies (this list is composed using an RSS feed)
ri_connect_proxies_7d,rosinstrument.com open CONNECT proxies (this list is composed using an RSS feed)
ri_web_proxies,rosinstrument.com open HTTP proxies (this list is composed using an RSS feed)
ri_web_proxies_1d,rosinstrument.com open HTTP proxies (this list is composed using an RSS feed)
ri_web_proxies_30d,rosinstrument.com open HTTP proxies (this list is composed using an RSS feed)
ri_web_proxies_7d,rosinstrument.com open HTTP proxies (this list is composed using an RSS feed)
sblam,"sblam.com IPs used by web form spammers, during the last month"
shunlist,AutoShun.org IPs identified as hostile by correlating logs from distributed snort installations running the autoshun plugin
snort_ipfilter,"labs.snort.org supplied IP blacklist (this list seems to be updated frequently, but we found no information about it)"
socks_proxy,socks-proxy.net open SOCKS proxies
socks_proxy_1d,socks-proxy.net open SOCKS proxies
socks_proxy_30d,socks-proxy.net open SOCKS proxies
socks_proxy_7d,socks-proxy.net open SOCKS proxies
sorbs_anonymizers,Sorbs.net List of open HTTP and SOCKS proxies.
sorbs_block,Sorbs.net List of hosts demanding that they never be tested by SORBS.
sorbs_dul,Sorbs.net Dynamic IP Addresses.
sorbs_escalations,"Sorbs.net Netblocks of spam supporting service providers, including those who provide websites, DNS or drop boxes for a spammer. Spam supporters are added on a 'third strike and you are out' basis, where the third spam will cause the supporter to be added to the list."
sorbs_new_spam,Sorbs.net List of hosts that have been noted as sending spam/UCE/UBE within the last 48 hours
sorbs_noserver,Sorbs.net IP addresses and netblocks of where system administrators and ISPs owning the network have indicated that servers should not be present.
sorbs_recent_spam,Sorbs.net List of hosts that have been noted as sending spam/UCE/UBE within the last 28 days (includes sorbs_new_spam)
sorbs_smtp,Sorbs.net List of SMTP Open Relays.
sorbs_web,Sorbs.net List of IPs which have spammer abusable vulnerabilities (e.g. FormMail scripts)
sorbs_zombie,"Sorbs.net List of networks hijacked from their original owners, some of which have already used for spamming."
spamhaus_drop,Spamhaus.org DROP list (according to their site this list should be dropped at tier-1 ISPs globally)
spamhaus_edrop,Spamhaus.org EDROP (extended matches that should be used with DROP)
sslbl,Abuse.ch SSL Blacklist bad SSL traffic related to malware or botnet activities
sslbl_aggressive,"Abuse.ch SSL Blacklist The aggressive version of the SSL IP Blacklist contains all IPs that SSLBL ever detected being associated with a malicious SSL certificate. Since IP addresses can be reused (e.g. when the customer changes), this blacklist may cause false positives. Hence I highly recommend you to use the standard version instead of the aggressive one."
sslproxies,SSLProxies.org open SSL proxies
sslproxies_1d,SSLProxies.org open SSL proxies
sslproxies_30d,SSLProxies.org open SSL proxies
sslproxies_7d,SSLProxies.org open SSL proxies
stopforumspam,StopForumSpam.com Banned IPs used by forum spammers
stopforumspam_180d,StopForumSpam.com IPs used by forum spammers (last 180 days)
stopforumspam_1d,StopForumSpam.com IPs used by forum spammers in the last 24 hours
stopforumspam_30d,StopForumSpam.com IPs used by forum spammers (last 30 days)
stopforumspam_365d,StopForumSpam.com IPs used by forum spammers (last 365 days)
stopforumspam_7d,StopForumSpam.com IPs used by forum spammers (last 7 days)
stopforumspam_90d,StopForumSpam.com IPs used by forum spammers (last 90 days)
stopforumspam_toxic,StopForumSpam.com Networks that have large amounts of spambots and are flagged as toxic. Toxic IP ranges are infrequently changed.
taichung,Taichung Education Center Blocked IP Addresses (attacks and bots).
talosintel_ipfilter,TalosIntel.com List of known malicious network threats
threatcrowd,Crowdsourced IP feed from ThreatCrowd. These feeds are not a substitute for the scale of auto-extracted command and control domains or the quality of some commercially provided feeds. But crowd-sourcing does go some way towards the quick sharing of threat intelligence between the community.
tor_exits,TorProject.org list of all current TOR exit points (TorDNSEL)
tor_exits_1d,TorProject.org list of all current TOR exit points (TorDNSEL)
tor_exits_30d,TorProject.org list of all current TOR exit points (TorDNSEL)
tor_exits_7d,TorProject.org list of all current TOR exit points (TorDNSEL)
turris_greylist,Turris Greylist IPs that are blocked on the firewalls of Turris routers. The data is processed and clasified every week and behaviour of IP addresses that accessed a larger number of Turris routers is evaluated. The result is a list of addresses that have tried to obtain information about services on the router or tried to gain access to them. We do not recommend to use these data as a list of addresses that should be blocked but it can be used for example in analysis of the traffic in other networks.
urandomusto_dns,"IP Feed about dns, crawled from several sources, including several twitter accounts."
urandomusto_ftp,"IP Feed about ftp, crawled from several sources, including several twitter accounts."
urandomusto_http,"IP Feed about http, crawled from several sources, including several twitter accounts."
urandomusto_mailer,"IP Feed about mailer, crawled from several sources, including several twitter accounts."
urandomusto_malware,"IP Feed about malware, crawled from several sources, including several twitter accounts."
urandomusto_ntp,"IP Feed about ntp, crawled from several sources, including several twitter accounts."
urandomusto_rdp,"IP Feed about rdp, crawled from several sources, including several twitter accounts."
urandomusto_smb,"IP Feed about smb, crawled from several sources, including several twitter accounts."
urandomusto_spam,"IP Feed about spam, crawled from several sources, including several twitter accounts."
urandomusto_ssh,"IP Feed about ssh, crawled from several sources, including several twitter accounts."
urandomusto_telnet,"IP Feed about telnet, crawled from several sources, including several twitter accounts."
urandomusto_unspecified,"IP Feed about unspecified, crawled from several sources, including several twitter accounts."
urandomusto_vnc,"IP Feed about vnc, crawled from several sources, including several twitter accounts."
urlvir,URLVir.com Active Malicious IP Addresses Hosting Malware. URLVir is an online security service developed by NoVirusThanks Company Srl that automatically monitors changes of malicious URLs (executable files).
uscert_hidden_cobra,"Since 2009, HIDDEN COBRA actors have leveraged their capabilities to target and compromise a range of victims; some intrusions have resulted in the exfiltration of data while others have been disruptive in nature. Commercial reporting has referred to this activity as Lazarus Group and Guardians of Peace. DHS and FBI assess that HIDDEN COBRA actors will continue to use cyber operations to advance their government’s military and strategic objectives. Tools and capabilities used by HIDDEN COBRA actors include DDoS botnets, keyloggers, remote access tools (RATs), and wiper malware. Variants of malware and tools used by HIDDEN COBRA actors include Destover, Wild Positron/Duuzer and Hangman."
voipbl,"VoIPBL.org a distributed VoIP blacklist that is aimed to protects against VoIP Fraud and minimizing abuse for network that have publicly accessible PBX's. Several algorithms, external sources and manual confirmation are used before they categorize something as an attack and determine the threat level."
vxvault,VxVault The latest 100 additions of VxVault.
xforce_bccs,IBM X-Force Exchange Botnet Command and Control Servers
xroxy,xroxy.com open proxies (this list is composed using an RSS feed)
xroxy_1d,xroxy.com open proxies (this list is composed using an RSS feed)
xroxy_30d,xroxy.com open proxies (this list is composed using an RSS feed)
xroxy_7d,xroxy.com open proxies (this list is composed using an RSS feed)
yoyo_adservers,Yoyo.org IPs of ad servers
zeus,"Abuse.ch Zeus tracker standard, contains the same data as the ZeuS IP blocklist (zeus_badips) but with the slight difference that it doesn't exclude hijacked websites (level 2) and free web hosting providers (level 3). This means that this blocklist contains all IPv4 addresses associated with ZeuS C&Cs which are currently being tracked by ZeuS Tracker. Hence this blocklist will likely cause some false positives."
zeus_badips,Abuse.ch Zeus tracker badips includes IPv4 addresses that are used by the ZeuS trojan. It is the recommened blocklist if you want to block only ZeuS IPs. It excludes IP addresses that ZeuS Tracker believes to be hijacked (level 2) or belong to a free web hosting provider (level 3). Hence the false postive rate should be much lower compared to the standard ZeuS IP blocklist.
